date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020-06-15,17:45:25,22.9030191,120.2731349,2.867,-36,20,70,40,59,-1032,0.1025533676147461,-0.06485748291015625,-2.8675904273986816,0.02277834713459015,1.5065399408340454,-0.010892319492995739,0,0
2020-06-15,17:45:28,22.9030172,120.273136,1.279,143,-16,31,38,-82,-1022,-0.10415172576904297,0.05020713806152344,-1.279831886291504,0.025612127035856247,1.5091090202331543,-0.03285093232989311,0,0
2020-06-15,17:45:31,22.9030186,120.2731354,0.267,-10,-9,-3,-11,30,-1014,0.051939964294433594,-0.0119171142578125,-0.2679482698440552,-0.0014280248433351517,1.5133280754089355,-0.012741242535412312,0,0
2020-06-15,17:47:02,22.9030175,120.2731347,-0.04,2,-1,0,-2,25,-998,0.0778207778930664,-0.07423782348632812,0.040911197662353516,-0.0215107761323452,1.4924373626708984,-0.015542767010629177,0,0
2020-06-15,17:47:05,22.9030186,120.2731327,-0.034,2,0,-8,-8,41,-996,0.1905364990234375,-0.2803058624267578,0.03429460525512695,-0.021253079175949097,1.4929783344268799,-0.014670650474727154,0,0
2020-06-15,17:47:08,22.9030189,120.2731317,1.62,-14,92,26,7,4,-1090,0.23369598388671875,-0.3882770538330078,-1.6203731298446655,-0.0018549086526036263,1.4361014366149902,-0.0030857613310217857,0,0
2020-06-15,17:47:11,22.903018,120.2731328,7.776,-13,-12,-4,32,75,-970,0.130950927734375,-0.26712799072265625,-7.776252746582031,0.022056829184293747,1.4619899988174438,-0.03545632213354111,0,0
2020-06-15,17:47:14,22.9030197,120.2731321,15.193,-58,60,28,87,-38,-1031,0.3216524124145508,-0.34798622131347656,-15.193119049072266,0.016159437596797943,1.4604692459106445,0.015027036890387535,0,0
2020-06-15,17:47:17,22.9030171,120.2731301,19.686,120,-39,-1186,41,23,-931,0.029201507568359375,-0.5524978637695312,-19.68604850769043,0.1228288859128952,0.8291521668434143,-0.1068100556731224,0,0
2020-06-15,17:47:20,22.9030137,120.2730875,20.407,110,-228,105,-87,-40,-899,-0.35434436798095703,-4.921138763427734,-20.4075984954834,-0.15244220197200775,-1.6963530778884888,0.00239516980946064,0,0
2020-06-15,17:47:23,22.9030083,120.2730257,20.31,150,-15,33,-131,-79,-988,-0.9535341262817383,-11.252147674560547,-20.31082534790039,-0.13554033637046814,-1.8245899677276611,0.04479275271296501,0,0
2020-06-15,17:47:26,22.9030011,120.2729696,19.998,3,0,37,-121,4,-1006,-1.7517452239990234,-17.007720947265625,-19.998472213745117,-0.1543843299150467,-1.8163646459579468,0.0038043889217078686,0,0
2020-06-15,17:47:29,22.9029911,120.2729073,19.89,-35,-23,-102,-149,2,-1007,-2.867647171020508,-23.391895294189453,-19.890480041503906,-0.1348806619644165,-1.673389196395874,0.02179783210158348,0,0
2020-06-15,17:47:32,22.902985,120.2728503,19.977,-10,-6,84,-143,-14,-1043,-3.545274257659912,-29.24236297607422,-19.97755241394043,-0.10475132614374161,-1.771791934967041,-0.005207929760217667,0,0
2020-06-15,17:47:35,22.9029767,120.2727862,20.066,-39,-154,-130,-55,-59,-974,-4.474358081817627,-35.81178283691406,-20.066123962402344,-0.09148204326629639,-1.7208962440490723,-0.011777148582041264,0,0
2020-06-15,17:47:38,22.9029698,120.2727293,20.022,56,65,107,-43,30,-975,-5.236294269561768,-41.65177917480469,-20.02294158935547,-0.0733608603477478,-1.7105107307434082,0.013303825631737709,0,0
2020-06-15,17:47:41,22.9029602,120.2726691,20.049,141,10,22,-158,-80,-1036,-6.305241107940674,-47.81808853149414,-20.049375534057617,-0.003585219383239746,-1.5876160860061646,0.039200179278850555,0,0
